"ISBN","Title","Author","Courses","ImageURL","OrigPrice"
"9780385666435","SEX AND THE CITADEL","EL FEKI","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_cache/9780385666435.jpg","32.95"
"9789144037271","INTRODUCTION TO NUMERICAL COMPUTATION (NR)","ELDEN L ET AL","; ","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_no_image_available.jpg","70.95"
"9781118297384","COST MANAGEMENT 2ND CDN ED","ELDENBURG ET AL","; ; ; ; ; ","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_no_image_available.jpg","87.95"
"9780470157039","COST MANAGEMENT CDN ED","ELDENBURG ET AL","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_no_image_available.jpg","125.95"
"9780470160404","COST MANAGEMENT CDN ED W/ WILEY PLUS","ELDENBURG ET AL","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_no_image_available.jpg","124.95"
"9780470160336","WILEY PLUS FOR COST MANAGEMENT CDN ED","ELDENBURG ET AL","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_no_image_available.jpg","60.95"
"9780944583197","FOUNDATIONS OF ANALYTIC THINKING","ELDER ET AL","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_no_image_available.jpg","2.50"
"9780156792011","SACRED & THE PROFANE","ELIADE M","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_no_image_available.jpg","17.50"
"9780262550604","NEURAL ENGINEERING : COMPUTATION REPRESENTATION","ELIASMITH ET AL","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_cache/9780262550604.jpg","43.00"
"9780252069123","MORMONS & MORMONISM","ELIASON","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_no_image_available.jpg","26.00"
"9780451529428","ADAM BEDE","ELIOT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_no_image_available.jpg","7.75"
"9780199555055","LIFTED VEIL AND BROTHER JACOB","ELIOT","; ","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_cache/9780199555055.jpg","11.95"
"9780156806473","SELECTED POEMS","ELIOT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_no_image_available.jpg","14.70"
"9780199536771","SILAS MARNER","ELIOT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_cache/9780199536771.jpg","9.95"
"9780300119947","WASTE LAND","ELIOT","; ","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_no_image_available.jpg","17.85"
"9780571254507","WASTE LAND : FACSIMILE AND TRANSCRIPTS OF ORIGINAL","ELIOT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_no_image_available.jpg","40.00"
"9780156948708","WASTE LAND : FACSIMILE AND TRANSCRIPTS OF ORIGINAL","ELIOT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_no_image_available.jpg","26.50"
"9780486400617","WASTELAND AND OTHER POEMS","ELIOT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_no_image_available.jpg","2.75"
"9780192832955","LIFTED VEIL & BROTHER JACOB","ELIOT (OLD EDITION)","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_cache/9780192832955.jpg","22.95"
"9780192834584","SILAS MARNER","ELIOT (OLD EDITION)","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_cache/9780192834584.jpg","7.95"
"9780156806541","SELECTED PROSE OF T.S. ELIOT (MARINER EDITION)","ELIOT (POD)","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_no_image_available.jpg","19.99"
"9780571105489","COLLECTED POEMS 1909-62","ELIOT T S","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_no_image_available.jpg","25.99"
"9780571057061","SELECTED POEMS","ELIOT T S","; ; ","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_no_image_available.jpg","22.99"
"9780571202706","WASTELAND & OTHER POEMS","ELIOT T S","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_no_image_available.jpg","9.99"
"9780571097128","WASTELAND & OTHER POEMS","ELIOT T S","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_no_image_available.jpg","20.00"
"9780252069505","WHY ART CANNOT BE TAUGHT","ELKINS","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_no_image_available.jpg","30.75"
"9780981865454","*POD* ARTISTS WITH PHDS","ELKINS (ED)","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_no_image_available.jpg","30.25"
"9780136000600","MODERN CHINA : CONTINUITY AND CHANGE","ELLEMAN","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_cache/9780136000600.jpg","81.55"
"9783438052223","BIBLIA HEBRAICA STUTTGARTENSIA *PBK*","ELLIGER","; ","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_no_image_available.jpg","40.50"
"9780199271993","BIOCHEMISTRY & MOLECULAR BIOLOGY 3ED","ELLIOT & ELLIOT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_cache/9780199271993.jpg","87.00"
"9781553220954","LAW AND ABORIGINAL PEOPLES *5TH ED*","ELLIOTT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_no_image_available.jpg","49.50"
"9780136068549","INTRO CHEMICAL ENGINEERING THERMODYNAMICS","ELLIOTT & LIRA","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_cache/9780136068549.jpg","116.00"
"9780679735779","AMERICAN PSYCHO","ELLIS","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_cache/9780679735779.jpg","17.95"
"9780679781493","LESS THAN ZERO","ELLIS","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_cache/9780679781493.jpg","17.95"
"9780679732761","INVISIBLE MAN","ELLISON","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_cache/9780679732761.jpg","21.00"
"9781897071137","NO-NONSENSE GUIDE TO GLOBALIZATION","ELLWOOD","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_cache/9781897071137.jpg","16.00"
"9780321369574","FUNDAMENTALS OF DATABASE SYSTEMS 5ED","ELMASRI & NAVATHE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_cache/9780321369574.jpg","136.70"
"9780136086208","FUNDAMENTALS OF DATABASE SYSTEMS 6ED","ELMASRI & NAVATHE","; ; ; ; ","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_cache/9780136086208.jpg","160.40"
"9780132053211","O/E - PHYSICAL ANTHROPOLOGY & ARCHAEOLOGY *PKG WIT","EMBER (OLD EDITION)","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_no_image_available.jpg","113.20"
"9780131421370","CULTURAL ANTHROPOLOGY 11TH ED","EMBER ET AL","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_no_image_available.jpg","114.95"
"9780135062845","PHYSICAL ANTHROPOLOGY & ARCH *PKG 3RD ED*","EMBER ET AL","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_no_image_available.jpg","107.80"
"9780132382236","PHYSICAL ANTHROPOLOGY & ARCHAEOLOGY *2ND CDN* FALL","EMBER ET AL","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_no_image_available.jpg","96.95"
"9780131982802","PHYSICAL ANTHROPOLOGY & ARCHAEOLOGY *2ND CDN* PKG","EMBER ET AL","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_no_image_available.jpg","93.95"
"9780132122405","PHYSICAL ANTHROPOLOGY & ARCHAEOLOGY 3RD *NEW PKG W","EMBER ET AL","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_no_image_available.jpg","112.75"
"9780131918795","PK/PH ATLAS OF ANTHROPOLOGY","EMBER ET AL","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_no_image_available.jpg","29.95"
"9780132053723","PHYSICAL ANTHROPOLOGY & ARCHAEOLOGY 3RD EDITION","EMBER ET AL (TEXT ONLY)","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_cache/9780132053723.jpg","116.10"
"9780807610664","SECOND-CLASS CITIZEN","EMECHETA","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_no_image_available.jpg","14.00"
"9780807014196","NATURE AND WALKING","EMERSON & THOREAU","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_cache/9780807014196.jpg","13.95"
"9780226206813","WRITING ETHNOGRAPHIC FIELDNOTES","EMERSON ROBERT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_no_image_available.jpg","15.50"
"9781931520034","MOUNT","EMSHWILLER","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_cache/9781931520034.jpg","19.50"
"281108913815B","ENBUS 102 INTRO TO ENVIRONMENT & BUSINESS SELECTED","ENBUS DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","58.17"
"281109914646B","ENBUS 102 SELECTED READINGS","ENBUS DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_generic_cover.jpg","54.83"
"281109914608B","ENBUS 202 ENVIRONMENTAL MANAGEMENT SYSTEMS","ENBUS DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_generic_cover.jpg","23.30"
"281113116836B","ENBUS 302 COURSE NOTES BUNDLE WITH HORIZON WIND DV","ENBUS DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","113.00"
"281111115552B","ENBUS 302 EVALUATION OF ENVIRONMENT & BUSINESS INT","ENBUS DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1111.jpg","58.66"
"281110114940B","ENBUS 302 EVALUATION OF ENVIRONMENT BUS INTEGRATIO","ENBUS DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_generic_cover.jpg","86.05"
"281109114148B","ENBUS 302 EVALUATION OF ENVIRONMENT BUSINESS INTEG","ENBUS DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1091.jpg","105.16"
"281112116306B","ENBUS 302 STRATEGIES BUSINESS ENVIRONMENT","ENBUS DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","55.18"
"9780122384523","MATHEMATICAL INTRODUCTION TO LOGIC","ENDERTON","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_no_image_available.jpg","141.25"
"9780073515229","TAKING SIDES : CLASHING VIEWS IN ANTHROPOLOGY 4TH ","ENDICOTT & WELSCH","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_no_image_available.jpg","41.95"
"9780078050343","TAKING SIDES : CLASHING VIEWS ANTHROPOLOGY 5TH","ENDICOTT ET AL","; ","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_cache/9780078050343.jpg","55.95"
"9780771093791","BEAR (TRADE PAPER EDITION)","ENGEL","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_cache/9780771093791.jpg","17.95"
"9780321766847","STDNT SOL MANUAL FOR THERMODYNAMICS, STATISTICAL T","ENGEL & REID","; ; ; ","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_no_image_available.jpg","27.30"
"9780321766182","THERMODYNAMICS, STATISTICAL THERMODYNAMICS, & KINE","ENGEL & REID","; ; ; ","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_cache/9780321766182.jpg","102.00"
"9780805338515","S/M THERMODYNAMICS STATISTICALTHERMODYNAMICS & KIN","ENGEL & REID (OLD EDITION)","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_no_image_available.jpg","19.10"
"9780805338447","THERMODYNAMICS STATISTICAL THERMODYNAMICS & KINETI","ENGEL & REID (OLD EDITION)","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_no_image_available.jpg","93.30"
"9780321616210","STUDENT SOLUTIONS MANUAL FOR THERMODYNAMICS, STATI","ENGEL & REID *OLD ED*","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_cache/9780321616210.jpg","26.00"
"9780321615039","THERMODYNAMICS, STATISTICAL THERMODYNAMICS, & KINE","ENGEL & REID *OLD ED*","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_cache/9780321615039.jpg",
"9780771099588","BEAR","ENGEL (OLD EDITION)","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_cache/9780771099588.jpg","10.95"
"9780805338430","O/E - QUANTUM CHEMISTRY & SPECTROSCOPY","ENGEL T (OLD EDITION)","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_no_image_available.jpg","90.95"
"9780470091913","FUNDAMENTALS OF COMPUTATIONAL SWARM INTELLIGENCE","ENGELBRECHT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_no_image_available.jpg","181.99"
"281082675518B","ENGL 101B INTRO TO RHETORICAL STUDIES","ENGL","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_generic_cover.jpg","66.32"
"281111916022B","ENGL 100A BK OF READINGS","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1119.jpg","67.47"
"281113917129B","ENGL 100A BOOK OF READINGS","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","7.19"
"281112916571B","ENGL 100A SEC 001 BK OF READINGS","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","7.19"
"281113917207B","ENGL 100B POETRY READINGS","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","17.80"
"281111916050B","ENGL 100B POETRY READINGS","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1119.jpg","36.87"
"281112916692B","ENGL 100B SEC 001 POETRY READINGS","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","14.55"
"281108913858B","ENGL 101A INTRO TO LITERARY STUDIES","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","26.20"
"281112116110B","ENGL 101A INTRO TO LITERARY STUDIES SEC 001 PROF K","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","22.26"
"281113116816B","ENGL 101A INTRODUCTION TO LITERARY STUDIES","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","20.82"
"281106912030B","ENGL 101A INTRODUCTION TO LITERARY STUDIES","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","25.64"
"281107912956B","ENGL 101A LEC 002 INTRO TO LITERARY STUDIES","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","38.09"
"281110915227B","ENGL 101A READINGS SEC 002","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1109.jpg","12.51"
"281112916570B","ENGL 101A SEC 001 INTRO TO LITERARY STUDIES","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","22.37"
"281108113287B","ENGL 101B 309C COURSE READINGS MACDONALD","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","103.52"
"281108913878B","ENGL 101B COURSE READINGS","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","125.51"
"281110114926B","ENGL 101B COURSE READINGS","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_generic_cover.jpg","101.03"
"281113917211B","ENGL 101B COURSE READINGS","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","138.09"
"281111115484B","ENGL 101B INTRO TO RHETORICAL STUDIES SEC 002","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1111.jpg","15.70"
"281107112436B","ENGL 101B INTRODUCTION TO RHETORICAL STUDIES","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","68.67"
"281107913077B","ENGL 102A SEC 001 SHORT STORIES & DRAMA","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","33.87"
"281109914644B","ENGL 102A SEC 001 SHORT STORIES & DRAMA PROF NORTH","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_generic_cover.jpg","34.80"
"281106912192B","ENGL 102A SHORT STORIES DRAMA","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","32.90"
"281082675128B","ENGL 102A STORY MAKERS","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_generic_cover.jpg","31.19"
"281113116926B","ENGL 102B COURSE NOTES","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","10.16"
"281109914607B","ENGL 104 RHETORIC IN POPULAR CULTURE","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_generic_cover.jpg","61.13"
"281111915914B","ENGL 105A 20TH CENTURY LIT IN ENGLISH 1900-45","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1119.jpg","24.32"
"281109914630B","ENGL 105A BK OF READINGS LOBB SEC 002 20TH CENTURY","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_generic_cover.jpg","55.30"
"281107912875B","ENGL 105A LEC 001 002 BK OF READINGS","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","93.61"
"281106511759B","ENGL 105A READINGS PKG","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","25.46"
"281108913834B","ENGL 105A SEC 001 20TH CENTURY LIT ENGLISH 1900-19","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","18.76"
"281109914492B","ENGL 105A SEC 001 20TH CENTURY LIT IN ENGLISH 1900","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_generic_cover.jpg","26.66"
"281112916595B","ENGL 105A SEC 001 20TH CENTURY LIT IN ENGLISH 1900","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","23.17"
"281110915149B","ENGL 105A SEC 001 20TH CENTURY LITERATURE IN ENGLI","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1109.jpg","18.76"
"281108913875B","ENGL 105A SEC 002 BOOK OF READINGS 20TH CENT LIT","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","61.27"
"281108913804B","ENGL 105B 20TH CENTURY LITERATURE IN ENGLISH COURS","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","10.24"
"281109514371B","ENGL 105B 20TH-CENTURY LITERATURE IN ENGLISH: 1945","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_generic_cover.jpg","36.71"
"281108113195B","ENGL 105B BOOK OF READINGS","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","60.07"
"281113116868B","ENGL 105B COURSE NOTES","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","66.44"
"281112116106B","ENGL 105B COURSE READINGS","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","19.06"
"281111115594B","ENGL 105B COURSE READINGS SEC 001 AUSTEN ON CAMPUS","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1111.jpg","18.87"
"281110114793B","ENGL 105B HAND THAT SIGNED PAPER","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_generic_cover.jpg","22.09"
"281107112387B","ENGL 105B LEC 001 BK OF READINGS","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","60.07"
"281108513579B","ENGL 105B LIT IN ENGLISH 1945 TO PRESENT","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","36.63"
"281109114166B","ENGL 105B TWENTIETHCENTURY LITERATURE IN ENGLISH 1","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1091.jpg","63.70"
"281108113180B","ENGL 107 ISSUES IN CANADIAN LITERATURE","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","25.01"
"281113517039B","ENGL 108C GREEN READING","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","51.81"
"281112116156B","ENGL 108C GREEN READING","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","39.51"
"281111115379B","ENGL 108C GREEN READINGS","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1111.jpg","37.90"
,,"'ENGLE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_cache/9780312367541.jpg",
,"ENGL 108D DIGITAL LIVES","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1109.jpg",
"281106911835B","ENGL 108F THE REBEL SEC 001","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","20.24"
"281110114845B","ENGL 108F THE REBEL SEC 001 PROF DEMAN","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_generic_cover.jpg","23.54"
"281107912940B","ENGL 108H ALIENATION & ISOLATION","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","12.89"
"281107112260B","ENGL 108H ALIENATION & ISOLATION","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","8.02"
"281108913946B","ENGL 108H COURSEWARE","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","24.37"
"281108113198B","ENGL 108H ISOLATION & ALIENATION","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","8.82"
"281109914470B","ENGL 108H ISOLATION & ALIENATION","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_generic_cover.jpg","46.37"
"281109114239B","ENGL 108H ISOLATION & ALIENATION","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1091.jpg","16.12"
"281112916625B","ENGL 108H ISOLATION & ALIENATION SEC 001","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","13.76"
"281113116878B","ENGL 108H ISOLATION AND ALIENATION","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","20.19"
"281082674897B","ENGL 108M COURSE READINGS SEC 02 TRUSCELLO","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_generic_cover.jpg","29.41"
"281110114769B","ENGL 108M JAKACKI SEC YOUTH & ADOLESCENCE","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_generic_cover.jpg","25.11"
"281112916710B","ENGL 108M SEC 001 YOUTH AND ADOLESCENCE","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","8.03"
"281110915314B","ENGL 108M YOUTH & ADOLESCENCE","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1109.jpg","17.25"
"281107912986B","ENGL 108M YOUTH & ADOLESCENCE","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","7.04"
"281109914494B","ENGL 108M YOUTH & ADOLESCENCE","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_generic_cover.jpg","25.11"
"281110515014B","ENGL 108M YOUTH & ADOLESCENCE","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1105.jpg","23.70"
"281107512755B","ENGL 108M YOUTH & ADOLESCENCE READINGS","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","37.15"
"281107112373B","ENGL 108M YOUTH & ADOLESCENCE READINGS","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","18.28"
"281109514331B","ENGL 108M YOUTH AND ADOLESCENCE","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_generic_cover.jpg","17.72"
"281113917198B","ENGL 108M YOUTH AND ADOLESCENCE","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","12.00"
"281108913790B","ENGL 108M YOUTH AND ADOLESCENCE","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","37.81"
"281108513544B","ENGL 108M YOUTH AND ADOLESCENSE","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","13.19"
"281112116128B","ENGL 109 CEL WEB BK OF READINGS SEC 082","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","25.30"
"281111115394B","ENGL 109 CEL WEB SEC 082 BOOK OF READINGS","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1111.jpg","19.39"
"281106511788B","ENGL 109 COURSE MATERIALS SCHRYER SEC","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","41.92"
"281109514365B","ENGL 109 SEC 001 ON CAMPUS COURSE NOTES","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_generic_cover.jpg","24.54"
"281107512692B","ENGL 109 SEC 001 READING WRITING ACADEMICALLY GLAD","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","41.68"
"281112516360B","ENGL 109 WEB BK OF READINGS SEC 082","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","24.78"
"281110514970B","ENGL 109 WEB BOOK OF READINGS","ENGL DEPT","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1105.jpg","19.39"
